"nacionality","sex","age","sport","medal"
"NED","F",24,"athletics","F"
"DEN","F",29,"rowing","F"
"CUB","F",22,"athletics","F"
"SEY","F",23,"athletics","F"
"ECU","F",25,"wrestling","F"
"FIJ","F",29,"rugby sevens","F"
"MAS","F",27,"badminton","T"
"UKR","M",24,"aquatics","F"
"UKR","F",28,"cycling","F"
"RUS","F",27,"sailing","F"
"UKR","F",24,"tennis","F"
"CUB","M",34,"wrestling","F"
"CUB","M",22,"volleyball","F"
"ITA","M",31,"rowing","F"
"CAN","F",32,"basketball","F"
"CHN","F",29,"sailing","F"
"IRL","F",36,"athletics","F"
"MGL","F",30,"judo","F"
"FRA","F",17,"gymnastics","F"
"USA","M",25,"athletics","F"
"USA","M",29,"gymnastics","F"
"BRA","F",20,"badminton","F"
"FRA","M",26,"judo","F"
"BEL","M",25,"hockey","T"
"NED","F",24,"handball","F"
"ESP","M",35,"athletics","F"
"GBR","F",17,"aquatics","F"
"HKG","F",25,"badminton","F"
"ESP","F",25,"hockey","F"
"UKR","F",24,"aquatics","F"
"JPN","M",27,"rugby sevens","F"
"CHN","M",27,"badminton","T"
"MEX","M",21,"aquatics","F"
"CHN","M",28,"table tennis","T"
"NED","F",26,"volleyball","F"
"ROU","F",32,"fencing","T"
"BRA","F",25,"aquatics","F"
"POR","F",33,"athletics","F"
"AZE","M",31,"boxing","T"
"ITA","F",29,"fencing","F"
"ISR","F",28,"athletics","F"
"GBR","F",25,"athletics","F"
"BRA","F",18,"gymnastics","F"
"FRA","M",24,"aquatics","F"
"JPN","M",29,"rugby sevens","F"
"FIN","F",27,"cycling","F"
"SWE","F",32,"football","T"
"DEN","F",28,"aquatics","F"
"BEL","F",21,"cycling","F"
"BEL","M",22,"aquatics","F"
"RSA","M",24,"cycling","F"
"GBR","M",27,"gymnastics","T"
"FRA","F",29,"football","F"
"USA","F",25,"sailing","F"
"GBR","F",28,"canoe","F"
"AUS","F",35,"volleyball","F"
"GBR","F",31,"athletics","F"
"BEL","F",22,"athletics","F"
"SWE","F",20,"aquatics","F"
"SWE","F",24,"handball","F"
"FRA","F",18,"gymnastics","F"
"ESP","F",21,"gymnastics","T"
"SWE","F",25,"athletics","F"
"CHN","F",24,"canoe","F"
"BRA","M",23,"football","T"
"BRA","M",23,"football","T"
"GEO","F",26,"gymnastics","F"
"KSA","F",29,"fencing","F"
"CZE","M",29,"table tennis","F"
"FRA","M",32,"handball","T"
"ITA","M",36,"rowing","F"
"ITA","M",25,"cycling","F"
"USA","M",21,"aquatics","F"
"ITA","M",26,"aquatics","F"
"ITA","M",25,"aquatics","F"
"ITA","M",30,"aquatics","F"
"ARG","M",22,"hockey","T"
"ITA","M",27,"aquatics","F"
"ITA","M",31,"equestrian","F"
"ITA","M",25,"volleyball","T"
"CAN","M",25,"athletics","F"
"ARG","M",30,"sailing","F"
"BRA","M",27,"handball","F"
"BRA","M",23,"athletics","F"
"FRA","M",21,"archery","F"
"BRA","M",32,"rugby sevens","F"
"GER","M",31,"athletics","F"
"USA","M",21,"shooting","F"
"BRA","M",22,"hockey","F"
"ARG","M",34,"hockey","T"
"ARG","M",22,"football","F"
"ARG","M",31,"hockey","T"
"BRA","M",30,"volleyball","T"
"GER","M",22,"rowing","F"
"SUI","M",27,"rowing","T"
"ARG","M",30,"hockey","T"
"ARG","F",23,"sailing","F"
"ARG","F",25,"volleyball","F"
"ARG","F",30,"handball","F"
"SVK","F",33,"athletics","F"
"ESP","F",19,"hockey","F"
"BIH","F",35,"athletics","F"
"ARG","F",31,"rowing","F"
"BRA","F",29,"football","F"
"POR","F",46,"equestrian","F"
"ARG","F",26,"handball","F"
"ARG","F",26,"handball","F"
"BRA","F",28,"aquatics","F"
"ARG","M",27,"triathlon","F"
"ARG","M",28,"volleyball","F"
"CZE","F",31,"tennis","T"
"CZE","F",29,"tennis","T"
"CZE","F",19,"aquatics","F"
"SUI","M",27,"sailing","F"
"AUS","M",28,"canoe","F"
"CRO","F",29,"taekwondo","F"
"ESP","F",33,"basketball","T"
"ITA","F",19,"archery","F"
"ARG","F",19,"hockey","F"
"USA","F",24,"equestrian","T"
"NZL","F",28,"athletics","F"
"AUS","F",25,"rowing","F"
"GER","M",53,"equestrian","T"
"SUI","M",31,"judo","F"
"FRA","M",20,"handball","T"
"FRA","M",48,"equestrian","F"
"ITA","M",23,"gymnastics","F"
"FRA","M",21,"athletics","F"
"AUT","M",35,"judo","F"
"SWE","M",26,"equestrian","F"
"DOM","M",23,"athletics","F"
"ITA","M",36,"shooting","F"
"VAN","M",24,"rowing","F"
"VEN","M",26,"wrestling","F"
"DOM","M",21,"weightlifting","F"
"VEN","M",27,"athletics","F"
"ARG","M",28,"athletics","F"
"GER","M",24,"cycling","F"
"VEN","M",21,"boxing","F"
"DOM","M",18,"athletics","F"
"CUB","M",18,"aquatics","F"
"MEX","M",24,"cycling","F"
"COL","M",37,"athletics","F"
"PER","M",21,"athletics","F"
"COL","M",22,"football","F"
"COL","M",21,"weightlifting","T"
"PUR","M",25,"athletics","F"
"HON","M",23,"football","F"
"ESA","M",22,"athletics","F"
"VEN","M",24,"boxing","F"
"GUA","M",21,"aquatics","F"
"PER","M",24,"athletics","F"
"ARG","M",36,"basketball","F"
"COL","M",20,"football","F"
"BRA","F",20,"aquatics","F"
"COK","F",23,"weightlifting","F"
"GER","F",21,"wrestling","F"
"ANG","F",34,"handball","F"
"FIJ","F",25,"rugby sevens","F"
"ITA","F",23,"aquatics","F"
"GER","F",26,"judo","F"
"DOM","M",22,"taekwondo","T"
"BRA","M",29,"athletics","F"
"BRA","M",20,"aquatics","F"
"BRA","M",32,"volleyball","T"
"BRA","M",25,"aquatics","F"
"BRA","F",26,"rugby sevens","F"
"BRA","F",33,"aquatics","F"
"UZB","F",21,"gymnastics","F"
"ALB","F",28,"athletics","F"
"KAZ","F",22,"archery","F"
"BRA","F",25,"equestrian","F"
"CRO","M",25,"basketball","F"
"SLO","M",25,"canoe","F"
"CRO","M",22,"aquatics","T"
"CRO","M",23,"handball","F"
"SLO","M",21,"athletics","F"
"FRA","M",28,"handball","T"
"CRO","M",29,"aquatics","T"
"CRO","M",29,"sailing","F"
"CRO","M",26,"handball","F"
"GER","M",23,"gymnastics","F"
"DEN","M",23,"football","F"
"CZE","M",25,"athletics","F"
"CZE","M",20,"rowing","F"
"GER","M",20,"football","T"
"CZE","M",26,"judo","T"
"CZE","M",36,"athletics","F"
"SWE","M",20,"handball","F"
"CZE","M",31,"tennis","F"
"CZE","M",28,"canoe","T"
"AUT","M",24,"athletics","F"
"SUI","M",25,"canoe","F"
"POL","M",28,"handball","F"
"POL","M",26,"athletics","F"
"POL","M",27,"athletics","F"
"POL","M",34,"tennis","F"
"POL","M",28,"athletics","F"
"POL","M",27,"sailing","F"
"MLT","M",21,"athletics","F"
"GBR","M",28,"athletics","F"
"AUS","M",21,"athletics","F"
"GBR","M",30,"sailing","F"
"CAN","M",28,"sailing","F"
"KOS","M",26,"aquatics","F"
"CHN","M",26,"wrestling","F"
"RSA","M",37,"athletics","F"
"ANG","F",32,"handball","F"
"RSA","M",34,"athletics","F"
"GBR","M",25,"taekwondo","T"
"BRA","M",28,"athletics","F"
"NZL","F",28,"canoe","T"
"RSA","M",25,"athletics","T"
"VIE","F",25,"rowing","F"
"KEN","F",28,"athletics","F"
"BOT","F",26,"athletics","F"
"NZL","M",19,"golf","T"
"USA","F",20,"shooting","F"
"AUS","F",28,"football","F"
"ALG","M",33,"judo","F"
"CAN","F",36,"shooting","F"
"PUR","F",28,"volleyball","F"
"AUS","F",36,"equestrian","F"
"ZIM","F",28,"football","F"
"RSA","F",25,"athletics","F"
"USA","F",33,"equestrian","F"
"GBR","F",26,"athletics","F"
"BUL","F",20,"gymnastics","T"
"RUS","F",33,"fencing","T"
"FRA","M",33,"taekwondo","F"
"NED","F",33,"rowing","T"
"NED","M",21,"aquatics","F"
"NED","F",31,"hockey","T"
"ISR","F",28,"sailing","F"
"ESP","F",31,"handball","F"
"ARG","F",23,"handball","F"
"ARG","F",20,"handball","F"
"TTO","M",21,"athletics","F"
"POL","M",31,"cycling","F"
"POL","M",23,"canoe","F"
"POL","M",29,"judo","F"
"CAN","M",23,"aquatics","F"
"AUS","M",20,"aquatics","T"
"AUS","F",22,"football","F"
"USA","F",21,"archery","F"
"MEX","F",36,"athletics","F"
"ROU","F",23,"rowing","T"
"LAT","F",29,"athletics","F"
"GBR","F",28,"hockey","T"
"AUS","F",20,"aquatics","T"
"NED","F",27,"volleyball","F"
"AUS","F",24,"rowing","F"
"USA","F",23,"aquatics","T"
"AUS","F",21,"aquatics","T"
"AUS","F",29,"athletics","F"
"USA","F",18,"aquatics","T"
"NED","F",24,"athletics","F"
"USA","M",24,"rugby sevens","F"
"USA","F",21,"tennis","F"
"USA","F",19,"gymnastics","T"
"AUS","F",22,"aquatics","T"
"AUS","F",31,"hockey","F"
"DEN","M",30,"handball","T"
"DEN","M",28,"aquatics","F"
"SWE","M",34,"equestrian","F"
"DEN","M",25,"handball","T"
"DEN","M",35,"rowing","F"
"GAB","M",19,"aquatics","F"
"ECU","F",24,"athletics","F"
"ANG","F",25,"handball","F"
"POL","F",24,"tennis","F"
"SWE","F",23,"football","T"
"POL","F",30,"rowing","T"
"ARG","F",27,"canoe","F"
"AUT","F",26,"rowing","F"
"TAN","F",26,"aquatics","F"
"CUB","M",22,"judo","F"
"USA","F",37,"canoe","F"
"USA","F",23,"athletics","F"
"USA","F",23,"aquatics","T"
"EST","M",26,"athletics","F"
"DEN","M",21,"aquatics","F"
"UZB","M",31,"wrestling","T"
"KGZ","M",27,"wrestling","F"
"POL","M",28,"wrestling","F"
"EGY","F",18,"aquatics","F"
"EGY","F",17,"aquatics","F"
"MAR","F",28,"golf","F"
"GBR","M",27,"taekwondo","F"
"CMR","M",30,"boxing","F"
"AZE","M",30,"boxing","F"
"JPN","M",23,"table tennis","T"
"BRA","M",32,"athletics","F"
"IRQ","M",21,"football","F"
"IRI","M",25,"taekwondo","F"
"IRI","M",30,"volleyball","F"
"NZL","M",38,"rowing","T"
"FRA","M",31,"athletics","T"
"IRI","F",25,"shooting","F"
"BRN","M",25,"shooting","F"
"EGY","M",24,"boxing","F"
"EGY","M",24,"wrestling","F"
"EGY","M",25,"handball","F"
"IRI","M",28,"athletics","F"
"IRI","F",22,"rowing","F"
"JPN","F",32,"athletics","F"
"JPN","F",20,"gymnastics","F"
"JPN","F",27,"aquatics","T"
"JPN","F",33,"volleyball","F"
"NOR","F",21,"sailing","F"
"ESP","F",33,"canoe","T"
"ESP","F",26,"aquatics","F"
"EST","M",24,"athletics","F"
"ITA","M",28,"aquatics","F"
"BRA","M",23,"taekwondo","T"
"BRA","M",36,"handball","F"
"NED","M",28,"equestrian","F"
"BRA","F",35,"athletics","F"
"SEN","F",25,"basketball","F"
"IND","M",41,"shooting","F"
"BRU","F",17,"athletics","F"
"SLO","F",27,"athletics","F"
"SUI","F",36,"athletics","F"
"SRB","F",32,"volleyball","T"
"SUI","F",24,"sailing","F"
"POL","F",33,"cycling","T"
"SYR","M",29,"athletics","F"
"MNE","F",26,"handball","F"
"KOS","F",25,"judo","T"
"USA","M",25,"rugby sevens","F"
"USA","F",19,"aquatics","T"
"JPN","F",27,"hockey","F"
"JPN","F",27,"basketball","F"
"JPN","F",25,"rugby sevens","F"
"JPN","M",32,"sailing","F"
"GUI","F",22,"athletics","F"
"TUN","M",35,"handball","F"
"MNE","M",20,"aquatics","F"
"ARM","M",29,"wrestling","F"
"BLR","M",24,"athletics","F"
"RUS","M",38,"sailing","F"
"AZE","M",31,"cycling","F"
"UKR","M",20,"aquatics","F"
"UKR","M",34,"fencing","F"
"UKR","M",24,"gymnastics","F"
"GER","F",22,"athletics","F"
"TUN","M",32,"tennis","F"
"POL","F",28,"sailing","F"
"POL","F",24,"athletics","F"
"POL","F",28,"fencing","F"
"POL","F",27,"cycling","F"
"POL","F",32,"cycling","F"
"MAR","F",29,"athletics","F"
"SWE","F",41,"equestrian","F"
"SWE","F",28,"wrestling","F"
"NOR","F",23,"shooting","F"
"ROU","F",20,"fencing","F"
"USA","F",18,"football","F"
"GER","M",23,"rowing","T"
"POL","F",22,"athletics","F"
"GUI","F",23,"judo","F"
"MLI","M",32,"athletics","F"
"FRA","M",30,"athletics","F"
"EGY","M",27,"volleyball","F"
"EGY","M",28,"handball","F"
"SEN","F",31,"basketball","F"
"FRA","M",27,"athletics","F"
"KAZ","M",24,"wrestling","F"
"RSA","F",28,"football","F"
"JPN","F",22,"judo","F"
"CIV","F",28,"taekwondo","F"
"AZE","M",23,"judo","F"
"FRA","M",28,"athletics","F"
"SYR","M",23,"weightlifting","F"
"CHN","M",21,"rowing","F"
"HKG","F",22,"fencing","F"
"CHN","F",21,"football","F"
"JPN","F",23,"sailing","F"
"IND","M",40,"shooting","F"
"MGL","M",30,"wrestling","F"
"CAN","F",29,"boxing","F"
"GER","F",28,"football","T"
"NED","F",29,"sailing","F"
"POR","M",22,"football","F"
"ESP","M",26,"hockey","F"
"ITA","M",25,"canoe","F"
"SRI","M",36,"shooting","F"
"DEN","M",23,"football","F"
"IND","F",21,"table tennis","F"
"ITA","F",29,"aquatics","F"
"IND","M",25,"athletics","F"
"FRA","M",31,"rugby sevens","F"
"IND","M",30,"boxing","F"
"FRA","F",20,"fencing","F"
"FRA","F",22,"canoe","F"
"FRA","F",24,"handball","T"
"FRA","F",26,"cycling","F"
"IND","F",26,"athletics","F"
"IND","M",24,"hockey","F"
"CHN","F",19,"athletics","F"
"CUB","M",20,"gymnastics","F"
"LTU","M",30,"basketball","F"
"IND","M",24,"badminton","F"
"ARG","M",39,"basketball","F"
"VEN","M",29,"wrestling","F"
"ARG","M",31,"hockey","T"
"ITA","M",24,"boxing","F"
"COL","M",22,"athletics","F"
"ESP","M",41,"equestrian","F"
"GER","M",34,"cycling","F"
"PUR","M",32,"triathlon","F"
"MEX","M",23,"football","F"
"ANG","M",29,"sailing","F"
"GUA","M",32,"cycling","F"
"CRO","M",28,"handball","F"
"BRA","M",23,"equestrian","F"
"ARG","F",25,"handball","F"
"BEL","F",28,"athletics","F"
"FIJ","M",26,"weightlifting","F"
"BRA","F",27,"aquatics","F"
"ISR","F",26,"athletics","F"
"COM","M",26,"athletics","F"
"USA","F",31,"cycling","F"
"ESP","M",34,"tennis","T"
"ESP","M",31,"aquatics","F"
"RSA","M",33,"athletics","F"
"GER","M",25,"judo","F"
"ESP","M",28,"aquatics","F"
"ESP","M",29,"hockey","F"
"ESP","M",24,"aquatics","F"
"GER","M",32,"badminton","F"
"FRA","M",20,"aquatics","T"
"GER","M",39,"rowing","F"
"SVK","M",29,"athletics","F"
"GER","M",29,"gymnastics","F"
"SUI","F",51,"equestrian","F"
"CRO","F",20,"aquatics","F"
"BRA","M",33,"basketball","F"
"ITA","M",32,"rowing","F"
"PAR","M",23,"table tennis","F"
"ESA","M",20,"aquatics","F"
"BRA","M",25,"aquatics","F"
"HON","M",23,"football","F"
"BRA","M",33,"tennis","F"
"HON","M",21,"football","F"
"CUB","F",17,"gymnastics","F"
"POL","M",32,"rowing","F"
"POL","M",24,"athletics","F"
"POL","M",29,"athletics","F"
"POL","M",35,"tennis","F"
"POL","M",32,"canoe","F"
"POL","M",20,"aquatics","F"
"BRA","M",37,"equestrian","F"
"BRA","M",41,"equestrian","F"
"BRA","M",22,"athletics","F"
"BOL","M",22,"athletics","F"
"ITA","M",32,"cycling","F"
"ITA","M",28,"aquatics","F"
"MEX","M",22,"football","F"
"ITA","M",24,"rowing","T"
"ITA","M",23,"fencing","T"
"ITA","M",33,"archery","F"
"BRA","M",27,"sailing","F"
"CHI","M",27,"volleyball","F"
"ITA","M",38,"shooting","T"
"GER","M",26,"aquatics","F"
"ITA","M",38,"athletics","F"
"ITA","M",26,"aquatics","F"
"ITA","M",35,"athletics","F"
"ITA","M",40,"shooting","F"
"ITA","M",26,"aquatics","T"
"ARG","M",24,"basketball","F"
"POR","M",28,"table tennis","F"
"BRA","M",26,"aquatics","F"
"MEX","M",30,"table tennis","F"
"BRA","M",23,"hockey","F"
"ESP","M",29,"rugby sevens","F"
"MEX","M",21,"canoe","F"
"NZL","M",25,"hockey","F"
"BRA","M",18,"archery","F"
"NZL","M",27,"tennis","F"
"TTO","M",30,"athletics","F"
"GBR","M",27,"badminton","T"
"AUS","M",38,"golf","F"
"GER","M",27,"canoe","T"
"GBR","M",26,"fencing","F"
"SWE","M",26,"judo","F"
"SWE","M",26,"shooting","T"
"BRA","M",32,"basketball","F"
"ESP","M",22,"canoe","T"
"GBR","M",25,"rugby sevens","T"
"ETH","F",27,"athletics","T"
"GER","F",32,"judo","F"
"GER","F",26,"rowing","F"
"CZE","M",24,"canoe","F"
"LAT","M",30,"athletics","F"
"PHI","F",35,"athletics","F"
"NED","F",28,"volleyball","F"
"GBR","F",31,"athletics","F"
"NGR","F",23,"athletics","F"
"KEN","F",21,"athletics","T"
"MEX","F",31,"athletics","F"
"RUS","F",21,"gymnastics","T"
"KAZ","F",30,"athletics","F"
"KAZ","F",24,"weightlifting","F"
"FRA","F",24,"aquatics","F"
"FRA","F",24,"aquatics","F"
"USA","F",25,"modern pentathlon","F"
"ITA","F",29,"athletics","F"
"ITA","F",21,"aquatics","F"
"HUN","F",30,"triathlon","F"
"NED","F",27,"hockey","T"
"SSD","F",19,"athletics","F"
"BLR","F",24,"canoe","T"
"NED","F",31,"judo","F"
"NOR","F",26,"handball","T"
"RSA","F",30,"triathlon","F"
"ECU","F",36,"weightlifting","F"
"CPV","F",23,"taekwondo","F"
"POL","F",20,"athletics","F"
"ARG","F",32,"hockey","F"
"ARG","F",31,"fencing","F"
"GRE","F",25,"athletics","F"
"ESP","F",28,"judo","F"
"CAN","F",23,"athletics","F"
"RUS","F",19,"aquatics","T"
"ARG","F",26,"sailing","F"
"BRA","F",24,"aquatics","F"
"COL","F",21,"rugby sevens","F"
"ARG","F",26,"hockey","F"
"ESP","F",31,"rugby sevens","F"
"BRA","F",18,"aquatics","F"
"SVK","F",28,"athletics","F"
"RUS","F",29,"table tennis","F"
"BRA","F",21,"aquatics","F"
"ECU","F",41,"athletics","F"
"ITA","F",32,"aquatics","F"
"ITA","F",30,"athletics","F"
"HUN","F",18,"sailing","F"
"PAN","F",18,"aquatics","F"
"CHI","F",24,"weightlifting","F"
"ARG","F",35,"cycling","F"
"SVK","F",36,"athletics","F"
"ARG","F",21,"hockey","F"
"MEX","F",27,"athletics","T"
"MEX","F",21,"athletics","F"
"VEN","F",25,"wrestling","F"
"BLR","F",19,"gymnastics","F"
"GER","F",27,"aquatics","F"
"POR","F",31,"athletics","F"
"ESP","F",26,"hockey","F"
"ESP","F",32,"hockey","F"
"USA","F",30,"athletics","F"
"NOR","F",24,"sailing","F"
"ARG","F",32,"hockey","F"
"INA","F",26,"athletics","F"
"ARG","F",19,"hockey","F"
"RUS","F",21,"gymnastics","T"
"ARG","F",39,"athletics","F"
"PUR","F",27,"judo","F"
"BRA","F",28,"judo","F"
"GRE","F",25,"wrestling","F"
"ESP","F",30,"rugby sevens","F"
"EST","F",20,"aquatics","F"
"ESP","F",26,"hockey","F"
"GER","F",25,"wrestling","F"
"POL","F",25,"rowing","T"
"BRA","F",28,"judo","F"
"ARG","F",22,"sailing","F"
"RUS","F",19,"gymnastics","T"
"SUI","F",27,"aquatics","F"
"UKR","F",25,"badminton","F"
"RUS","F",30,"golf","F"
"NED","F",22,"hockey","T"
"ESP","F",20,"aquatics","F"
"POL","F",21,"rowing","F"
"ESP","F",28,"athletics","F"
"ESP","F",30,"aquatics","F"
"MEX","F",29,"taekwondo","T"
"ITA","F",27,"athletics","F"
"AUS","F",23,"volleyball","F"
"AUS","F",21,"hockey","F"
"COL","F",26,"golf","F"
"LBR","F",22,"athletics","F"
"GUI","F",16,"aquatics","F"
"NIG","F",19,"athletics","F"
"ROU","M",36,"gymnastics","F"
"SVK","M",32,"shooting","F"
"ROU","M",34,"athletics","F"
"KAZ","F",28,"judo","F"
"MDA","F",24,"wrestling","F"
"MHL","F",18,"athletics","F"
"BRA","F",20,"aquatics","F"
"COL","F",27,"tennis","F"
"URU","F",34,"sailing","F"
"COL","F",25,"cycling","T"
"BRA","F",29,"rugby sevens","F"
"LIB","F",39,"table tennis","F"
"BRA","F",26,"judo","F"
"ITA","F",28,"aquatics","F"
"HUN","F",33,"wrestling","F"
"AUS","F",27,"basketball","F"
"NOR","F",30,"golf","F"
"NED","F",29,"cycling","F"
"ARG","M",29,"handball","F"
"ARG","M",34,"athletics","F"
"CUB","F",26,"judo","F"
"FRA","F",27,"athletics","F"
"CRC","F",26,"aquatics","F"
"FRA","F",28,"football","F"
"FRA","F",31,"rowing","F"
"GER","F",25,"hockey","T"
"FRA","F",22,"handball","T"
"FRA","F",35,"sailing","F"
"FRA","F",19,"aquatics","F"
"JPN","F",27,"rugby sevens","F"
"GER","F",25,"rowing","F"
"CAN","F",28,"weightlifting","F"
"CAN","F",34,"football","F"
"FRA","F",25,"fencing","F"
"CIV","F",28,"athletics","F"
"GER","F",26,"athletics","F"
"GER","F",35,"rowing","F"
"SEN","F",29,"basketball","F"
"FRA","F",29,"canoe","F"
"USA","F",31,"fencing","T"
"FRA","F",27,"basketball","F"
"USA","F",24,"athletics","F"
"DOM","F",28,"athletics","F"
"RUS","F",26,"triathlon","F"
"RUS","F",21,"aquatics","T"
"MNE","F",31,"handball","F"
"CRO","F",33,"shooting","F"
"CRO","F",40,"athletics","F"
"NED","F",21,"athletics","F"
"POL","F",28,"athletics","F"
"BRA","M",39,"athletics","F"
"BRA","F",38,"athletics","F"
"CRO","M",28,"tennis","F"
"CRO","M",25,"tennis","F"
"RUS","F",25,"equestrian","F"
"ESP","F",31,"sailing","F"
"BLR","F",29,"athletics","F"
"ESP","F",27,"rugby sevens","F"
"BRA","F",27,"archery","F"
"BRA","F",33,"aquatics","F"
"AZE","F",19,"gymnastics","F"
"UZB","F",26,"athletics","F"
"MDA","F",30,"athletics","F"
"MNE","F",23,"handball","F"
"RUS","F",27,"handball","T"
"PLW","F",22,"canoe","F"
"BRA","F",29,"aquatics","F"
"CUB","F",21,"weightlifting","F"
"FRA","F",16,"gymnastics","F"
"FRA","F",22,"gymnastics","F"
"FRA","F",21,"basketball","F"
"FRA","F",24,"gymnastics","F"
"GUA","M",27,"athletics","F"
"ESP","M",24,"hockey","F"
"SUI","M",31,"rowing","T"
"CRO","M",21,"basketball","F"
"BRA","M",37,"athletics","F"
"AUT","M",19,"canoe","F"
"CUB","M",34,"volleyball","F"
"ESP","M",26,"triathlon","F"
"ITA","M",26,"rowing","F"
"CRO","M",28,"aquatics","F"
"USA","F",21,"sailing","F"
"CYP","M",19,"gymnastics","F"
"LAT","M",29,"cycling","F"
"TTO","F",19,"gymnastics","F"
"SUI","F",26,"athletics","F"
"ARG","F",30,"handball","F"
"MEX","F",33,"athletics","F"
"CAN","F",22,"athletics","F"
"NED","F",28,"sailing","T"
"NOR","F",31,"handball","T"
"ECU","F",28,"athletics","F"
"GUA","F",22,"athletics","F"
"ROU","M",33,"athletics","F"
"ROU","M",24,"rowing","F"
"LTU","M",22,"basketball","F"
"ROU","M",32,"athletics","F"
"ROU","M",24,"aquatics","F"
"LTU","M",22,"athletics","F"
"LTU","M",31,"athletics","F"
"POL","M",34,"handball","F"
"POL","M",30,"volleyball","F"
"KAZ","F",28,"shooting","F"
"KGZ","F",26,"athletics","F"
"USA","F",26,"aquatics","F"
"UKR","F",27,"canoe","F"
"UKR","F",29,"athletics","F"
"UKR","F",27,"athletics","F"
"AZE","F",28,"wrestling","T"
"KAZ","F",22,"athletics","F"
"FRA","F",26,"rugby sevens","F"
"ZIM","F",29,"football","F"
"GBR","M",29,"rowing","F"
"GBR","M",23,"rugby sevens","T"
"GBR","M",31,"cycling","T"
"GBR","M",29,"athletics","F"
"IRL","M",23,"athletics","F"
"GBR","M",31,"hockey","F"
"AUS","M",32,"hockey","F"
"IRL","M",43,"equestrian","F"
"CAN","M",33,"canoe","F"
"DEN","M",32,"wrestling","T"
"HUN","M",22,"aquatics","F"
"CAN","M",29,"hockey","F"
"GBR","M",32,"rugby sevens","T"
"NZL","M",60,"equestrian","F"
"CAN","M",32,"canoe","F"
"ESP","M",25,"aquatics","F"
"CZE","F",28,"volleyball","F"
"CRO","M",20,"basketball","F"
"QAT","M",31,"handball","F"
"SLO","M",30,"handball","F"
"CRO","M",25,"aquatics","T"
"MKD","M",24,"aquatics","F"
"PER","M",28,"shooting","F"
"CRO","M",30,"handball","F"
"CRO","M",23,"aquatics","T"
"CRO","M",22,"handball","F"
"SRB","M",31,"rowing","F"
"SRB","M",27,"canoe","F"
"SRB","M",30,"basketball","T"
"SRB","M",26,"canoe","T"
"GER","M",30,"volleyball","F"
"CAN","M",19,"aquatics","F"
"NED","F",28,"volleyball","F"
"GER","F",31,"sailing","F"
"CUB","F",24,"cycling","F"
"ECU","M",23,"boxing","F"
"NED","F",23,"hockey","T"
"MOZ","M",34,"judo","F"
"CRO","M",29,"aquatics","T"
"TUN","M",26,"handball","F"
"TUN","M",33,"handball","F"
"FRA","F",20,"athletics","F"
"BRA","M",22,"football","T"
"NED","F",16,"aquatics","F"
"EST","M",26,"weightlifting","F"
"BRA","F",30,"football","F"
"ESP","F",23,"aquatics","F"
"BRA","F",24,"fencing","F"
"ESP","F",21,"aquatics","F"
"RUS","F",32,"canoe","F"
"ESP","F",26,"handball","F"
"ESP","F",33,"handball","F"
"ITA","F",26,"volleyball","F"
"ITA","F",29,"athletics","F"
"POR","F",25,"athletics","F"
"ITA","F",25,"gymnastics","F"
"POR","F",23,"athletics","F"
"POL","F",25,"fencing","F"
"UZB","F",20,"gymnastics","F"
"POL","F",29,"canoe","T"
"ESP","F",26,"basketball","T"
"BEL","M",24,"triathlon","F"
"COL","F",21,"cycling","F"
"CAN","F",27,"aquatics","F"
"BUR","F",22,"athletics","F"
"USA","F",30,"judo","F"
"EST","M",21,"aquatics","F"
"URU","M",26,"aquatics","F"
"SLO","M",22,"aquatics","F"
"ARG","M",22,"football","F"
"URU","M",30,"athletics","F"
"SUI","M",24,"equestrian","F"
"CZE","M",23,"canoe","F"
"CAN","M",26,"badminton","F"
